Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.653049682164994,0.306864386533706,0.21880478316424,0,0,0,462.943637851792,36.0265418542219,0.00282870253677008,4.69489305833848E-10,76.725665712075,-0.0348331755633981,67.5997793901123,0,0,0,0,0,0,package://SimulatedLab-urdf-no-robotic-arm/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://SimulatedLab-urdf-no-robotic-arm/meshes/base_link.STL,,Optical-platform-1;Optical-platform-2;Optical-platform-3;Optical-platform-4;PFR90150-8-Solidworks-1;PFR90150-8-Solidworks-2;PFR90150-8-Solidworks-3;PFR90150-8-Solidworks-4;SlideRail-GroundBase-1;LD6030-S3500-linerar-actuactor-1;SquidMicroscope-Heidstar-Simplified-3;SquidMicroscope-Heidstar-Simplified-4;SquidMicroscope-Heidstar-Simplified-9;SquidMicroscope-Heidstar-Simplified-7;SquidMicroscope-Heidstar-Simplified-10;SquidMicroscope-Heidstar-Simplified-11;SquidMicroscope-Heidstar-Simplified-12;SquidMicroscope-Heidstar-Simplified-13;SquidMicroscope-Heidstar-Simplified-15;SquidMicroscope-Heidstar-Simplified-16;cytomat-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
slide,-0.0726026016400076,0.0123307277676272,0.00333390495357991,0,0,0,0.41998332351177,0.000608866562580182,2.9612485871701E-10,-1.13485325734568E-09,0.000510747138181402,1.16604221081589E-06,0.00103925065647953,0,0,0,0,0,0,package://SimulatedLab-urdf-no-robotic-arm/meshes/slide.STL,1,1,1,1,0,0,0,0,0,0,package://SimulatedLab-urdf-no-robotic-arm/meshes/slide.STL,,LD6030SlideStage_-1,Origin_slide-j,Axis_slide-j,slide-j,prismatic,-1.5388,0.037454,0.0707,0,0,0,base_link,1,0,0,0,0,0,0,,,,,,,,
plate-incubator,-4.5958952684888E-05,-7.05328325164567E-05,0.00753805993131557,0,0,0,0.0868244944825265,0.000126271352614738,2.40742980192316E-07,8.29625367849804E-09,5.6414449846667E-05,1.27388047133117E-08,0.000180549328693109,0,0,0,0,0,0,package://SimulatedLab-urdf-no-robotic-arm/meshes/plate-incubator.STL,1,1,1,1,0,0,0,0,0,0,package://SimulatedLab-urdf-no-robotic-arm/meshes/plate-incubator.STL,,96wellplate-2,Origin_plate-incubator-j,,plate-incubator-j,fixed,1.4197,0.33999,0.26826,0,0,0,base_link,0,0,0,,,,,,,,,,,,
plate-microscope,4.59589526853321E-05,7.05328323838406E-05,0.00753805993131673,0,0,0,0.0868244944825262,0.000126271352614738,2.40742980191728E-07,-8.29625367427394E-09,5.64144498466676E-05,-1.27388068978236E-08,0.000180549328693109,0,0,0,0,0,0,package://SimulatedLab-urdf-no-robotic-arm/meshes/plate-microscope.STL,1,1,1,1,0,0,0,0,0,0,package://SimulatedLab-urdf-no-robotic-arm/meshes/plate-microscope.STL,,96wellplate-1,Origin_plate-microscope-j,,plate-microscope-j,fixed,0.89452,0.40325,0.2996,0,0,0,base_link,0,0,0,,,,,,,,,,,,
